date,title,content,source,link,sentiment_label,sentiment_score
2025-12-03,小台積電0052「報酬比0050更好」？ - 熱門話題 - 理財網 - linebank.com.tw,"<a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE5mWFJQSTdNTEUzVTdIOUNuUm1GaDluMUNWZTFkU1FkTm5LOGZEaW9OMy1CUElTVy1XVWtpMkUtTnItQ0lyTkRJMVpkQkllWTk2VkhmQXRVWGRQRzJpeW9NNmI3RnZRa0dy?oc=5"" target=""_blank"">小台積電0052「報酬比0050更好」？ - 熱門話題 - 理財網</a>&nbsp;&nbsp;<font color=""#6f6f6f"">linebank.com.tw</font>",Google News RSS,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5mWFJQSTdNTEUzVTdIOUNuUm1GaDluMUNWZTFkU1FkTm5LOGZEaW9OMy1CUElTVy1XVWtpMkUtTnItQ0lyTkRJMVpkQkllWTk2VkhmQXRVWGRQRzJpeW9NNmI3RnZRa0dy?oc=5,neutral,0
2025-12-04,台積電沒很操 他曝「5點半下班、還能滑手機」 網： 哪個廠？ - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMiugJBVV95cUxQSGlxZGpieXFtX2owNTZOX0hwY3BIMVZyejNPQ24wTUpmOVhiSGdHNlo1cHl6SW9YaEdyeld1UFFoVnMyUVpQS2c1cWVoQy1GN0xtV2pTZnNqaGxYbVVqNExpUlJOaW5yZGdJaVh5NEtBV2R2WVBoUThETkxQN1pvT2dYOFFQUlUwVDQteFo5NU5LRHNrbVNPRlc4V0dxbnV3dUlCM3ZrQnF1NWFqYS00UWM1Z3FmeVR5WXd3djJlSGY3NVhqVFFOVGw3bVcyYW02RkRTYmNKdF9pN3VaeEo5Zjg4LWFlNnRpYnVhM25MYVJMT3BBU3I1dVRZWmxCVE1qXzl3bFRnclBGeUhfNGVoVnR3c0lCLTBkZzVuVTF2MjBkTjEzZVJwTzhLSTRjR0hPSlQyTnRNR0JyUQ?oc=5"" target=""_blank"">台積電沒很操 他曝「5點半下班、還能滑手機」 網： 哪個廠？</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",Google News RSS,https://news.google.com/rss/articles/CBMiugJBVV95cUxQSGlxZGpieXFtX2owNTZOX0hwY3BIMVZyejNPQ24wTUpmOVhiSGdHNlo1cHl6SW9YaEdyeld1UFFoVnMyUVpQS2c1cWVoQy1GN0xtV2pTZnNqaGxYbVVqNExpUlJOaW5yZGdJaVh5NEtBV2R2WVBoUThETkxQN1pvT2dYOFFQUlUwVDQteFo5NU5LRHNrbVNPRlc4V0dxbnV3dUlCM3ZrQnF1NWFqYS00UWM1Z3FmeVR5WXd3djJlSGY3NVhqVFFOVGw3bVcyYW02RkRTYmNKdF9pN3VaeEo5Zjg4LWFlNnRpYnVhM25MYVJMT3BBU3I1dVRZWmxCVE1qXzl3bFRnclBGeUhfNGVoVnR3c0lCLTBkZzVuVTF2MjBkTjEzZVJwTzhLSTRjR0hPSlQyTnRNR0JyUQ?oc=5,neutral,0
2025-12-04,台積電真的很爆肝？他揭「工作內容」過來人認了 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMiwwJBVV95cUxNSEttX1pCTnBMbURIWmV4cmtvU3M4ampMeTZSNk1JWGFZQ3lJaVliLTlHOEVpdU1LeGFCV0FWR0p5cWV6bzgySmxWUl9SNHYxdUNjUjdCcDRBbHV6dDJxdFBlRmxaN012TjZoQnhsRVJXZmFSSVJTVDZad3p6TGkzQV9rX2xnYzRmamF4R000bWw0cmhWeXAzYUJpRUFySzRYZjJFVC15b2VQbTBnUS1QOUgybWxzWEx1d3Q5ejB1eEowQnB5eG1ZWHhLZkNHc3pOZ1BMdmM0RUlCMzhkT05lbmJQeThNRE41VHFrelhtbDZIbG9HaTJjT2lPWjZ2cWFOanVUM01ZQUg4NDBsLUMxLWt1amRPRWZJSFFIT1ozNE42bm9HS3BPM1NvYjRFSE1PZkl2dVg2Zmg3dHB6YWZfUW44QQ?oc=5"" target=""_blank"">台積電真的很爆肝？他揭「工作內容」過來人認了</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",Google News RSS,https://news.google.com/rss/articles/CBMiwwJBVV95cUxNSEttX1pCTnBMbURIWmV4cmtvU3M4ampMeTZSNk1JWGFZQ3lJaVliLTlHOEVpdU1LeGFCV0FWR0p5cWV6bzgySmxWUl9SNHYxdUNjUjdCcDRBbHV6dDJxdFBlRmxaN012TjZoQnhsRVJXZmFSSVJTVDZad3p6TGkzQV9rX2xnYzRmamF4R000bWw0cmhWeXAzYUJpRUFySzRYZjJFVC15b2VQbTBnUS1QOUgybWxzWEx1d3Q5ejB1eEowQnB5eG1ZWHhLZkNHc3pOZ1BMdmM0RUlCMzhkT05lbmJQeThNRE41VHFrelhtbDZIbG9HaTJjT2lPWjZ2cWFOanVUM01ZQUg4NDBsLUMxLWt1amRPRWZJSFFIT1ozNE42bm9HS3BPM1NvYjRFSE1PZkl2dVg2Zmg3dHB6YWZfUW44QQ?oc=5,negative,-1
2025-12-04,台積電其實不操？現任工程師曝能滑手機、5點半下班 兩派員工論戰：單位報一下 | 張大任 | 新聞 - 風傳媒,"<a href=""https://news.google.com/rss/articles/CBMiTkFVX3lxTE9EZDg3ekwtdExYV2cySi1rVUozeXJyZmNWNzBWUFgwNnRSRUgtTVIya2wwVzRCQzhaYWVDSHo5cWFrbktIOXVYMm5Ba0E4UQ?oc=5"" target=""_blank"">台積電其實不操？現任工程師曝能滑手機、5點半下班 兩派員工論戰：單位報一下 | 張大任 | 新聞</a>&nbsp;&nbsp;<font color=""#6f6f6f"">風傳媒</font>",Google News RSS,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9EZDg3ekwtdExYV2cySi1rVUozeXJyZmNWNzBWUFgwNnRSRUgtTVIya2wwVzRCQzhaYWVDSHo5cWFrbktIOXVYMm5Ba0E4UQ?oc=5,neutral,0
2025-12-05,（獨家）專訪前台積電研發副總余振華上集：先進封裝傳奇技術代號CoWoS - DIGITIMES,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOWDgyNnFSZWQxXzZPYkZqbnBDV1A3dVQySDlXcmdvYnhxX0o3dkZzQkp0MVJpR20yVEVFY2cwU3QyTV9lQ1BWTldJWk9OTlBlS0RaSHlRaWdmOFVKdkQzZjU4NXZtQkRjaDFxOWxFMTY4VS1FQ1NSZHNXM3p4NXFvenVDZl9GVkp0aXVNa0ZB?oc=5"" target=""_blank"">（獨家）專訪前台積電研發副總余振華上集：先進封裝傳奇技術代號CoWoS</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DIGITIMES</font>",Google News RSS,https://news.google.com/rss/articles/CBMijgFBVV95cUxOWDgyNnFSZWQxXzZPYkZqbnBDV1A3dVQySDlXcmdvYnhxX0o3dkZzQkp0MVJpR20yVEVFY2cwU3QyTV9lQ1BWTldJWk9OTlBlS0RaSHlRaWdmOFVKdkQzZjU4NXZtQkRjaDFxOWxFMTY4VS1FQ1NSZHNXM3p4NXFvenVDZl9GVkp0aXVNa0ZB?oc=5,neutral,0
2025-12-07,台積先進封裝夯 TSMC-Like搭建第二供應鏈 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMikAJBVV95cUxNdXRpR19uck9TRXVQS3FjeHJsZHpWLTQ2dXR1U0JLUXR4UGxyOG5acE9hbjNSMHJPYWhTRmZSZ2RBaklWbzVRM1pWT2JzWURVX2pGc0tOQnptRG9XY09QcEVuUGZGY24ycndmNkNsYVlZUVNrRzZMYVNCUDVIYlZfdDhQM2pKeENtY2FzdWFDR0hUU2dnLTlRRzNSZ0RXemlmdW5hbUp0OEJzOGtRVFZjZEdqc0ZQbHJjMjZQb1ZocHdhZktPQ0JhRWh3QkJ0ZHRKcHFTcUI5UzZfRkpuZlJQZDFIMU8zSkV6QUlBZGIxVjBzTm9XYUc0cFRBV0NwRXpwbWRPdk03Y3hBUndBbWJ5WQ?oc=5"" target=""_blank"">台積先進封裝夯 TSMC-Like搭建第二供應鏈</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",Google News RSS,https://news.google.com/rss/articles/CBMikAJBVV95cUxNdXRpR19uck9TRXVQS3FjeHJsZHpWLTQ2dXR1U0JLUXR4UGxyOG5acE9hbjNSMHJPYWhTRmZSZ2RBaklWbzVRM1pWT2JzWURVX2pGc0tOQnptRG9XY09QcEVuUGZGY24ycndmNkNsYVlZUVNrRzZMYVNCUDVIYlZfdDhQM2pKeENtY2FzdWFDR0hUU2dnLTlRRzNSZ0RXemlmdW5hbUp0OEJzOGtRVFZjZEdqc0ZQbHJjMjZQb1ZocHdhZktPQ0JhRWh3QkJ0ZHRKcHFTcUI5UzZfRkpuZlJQZDFIMU8zSkV6QUlBZGIxVjBzTm9XYUc0cFRBV0NwRXpwbWRPdk03Y3hBUndBbWJ5WQ?oc=5,neutral,0
2025-12-07,"台積電12/11除息5元 1,296億股利為台股注入跨年活水 - Yahoo股市","<a href=""https://news.google.com/rss/articles/CBMiwwJBVV95cUxNM0pKSm9JYWhwTk1HZjljTHBXaWc4eXF4NGRwZ0N5ckJWRjU2eDJ2LWNWWHZCX09tS3JvSDFYSUxTYThRR2FvSWE2a0tzOFFOZmJhV21rbktUUmJ1ZmN6ak9UXzBHMTh1QlRNSGdDaUFzR0lnQ3lqemRuOGFfZ01pU0M3SFZjb2VIci1VUnhPME5uM1pGZy11akZQMXk2bU45ai1SZndqZkVqSzJoazhtNlBfYU9QUG85NXRCYlhLRHdhLVB3YzBYLVRZRDZRdTc5TnVLSVJlRWhvSWpIcGxQOXhMc3VCNGFhN0hYZDY5ZUpQWlJBOFh6aHhNXzVwd1FHUEVrNVBBalNBVkVqVWQ0cXlHa25BNkE5Y2dzdTZMeDJOeGNxY2NCRlRTMVloSHkxTjdObHZfemxHNzcwUWQzcHZ0SQ?oc=5"" target=""_blank"">台積電12/11除息5元 1,296億股利為台股注入跨年活水</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",Google News RSS,https://news.google.com/rss/articles/CBMiwwJBVV95cUxNM0pKSm9JYWhwTk1HZjljTHBXaWc4eXF4NGRwZ0N5ckJWRjU2eDJ2LWNWWHZCX09tS3JvSDFYSUxTYThRR2FvSWE2a0tzOFFOZmJhV21rbktUUmJ1ZmN6ak9UXzBHMTh1QlRNSGdDaUFzR0lnQ3lqemRuOGFfZ01pU0M3SFZjb2VIci1VUnhPME5uM1pGZy11akZQMXk2bU45ai1SZndqZkVqSzJoazhtNlBfYU9QUG85NXRCYlhLRHdhLVB3YzBYLVRZRDZRdTc5TnVLSVJlRWhvSWpIcGxQOXhMc3VCNGFhN0hYZDY5ZUpQWlJBOFh6aHhNXzVwd1FHUEVrNVBBalNBVkVqVWQ0cXlHa25BNkE5Y2dzdTZMeDJOeGNxY2NCRlRTMVloSHkxTjdObHZfemxHNzcwUWQzcHZ0SQ?oc=5,neutral,0
2025-12-08,台積電擴產不間斷 台系廠務工程五強2026年營運再登峰 - DIGITIMES,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOQzA1Z244NFg4RDRmZmJfZHNzeFd1VTE0elhBQTNjNWk3X25ZMFA2LVBnUWxIS0pzS0JJUUJXbkdJS0hydkxOT2tCSVVHUDY1bE5iZUIycGZPQi1uWEttdXZOQmZFWEdQdHVFLXZWR3E2LXJDU3RLM1V1R3lpaXpBMG1MVkw4UHkyQU1FQzh3?oc=5"" target=""_blank"">台積電擴產不間斷 台系廠務工程五強2026年營運再登峰</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DIGITIMES</font>",Google News RSS,https://news.google.com/rss/articles/CBMijgFBVV95cUxOQzA1Z244NFg4RDRmZmJfZHNzeFd1VTE0elhBQTNjNWk3X25ZMFA2LVBnUWxIS0pzS0JJUUJXbkdJS0hydkxOT2tCSVVHUDY1bE5iZUIycGZPQi1uWEttdXZOQmZFWEdQdHVFLXZWR3E2LXJDU3RLM1V1R3lpaXpBMG1MVkw4UHkyQU1FQzh3?oc=5,positive,1
2025-12-08,台積電11月營收明揭曉！3大名師齊喊「高峰期已過」 他估恐月減一成 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMivANBVV95cUxPNHFXLUtmOFRRZU5fUGJseXNfc1NKTHU2Ty1UOWIxYkZUNXEtdnlHczdnVzRwdWxxMzJkOXdrWTBJQ0VQQWtLNjh6WFFXT0hxbk5fend3RG5vSWY1cUgzSTNvOTAyTHpVV21LY2ZuODgzZ2R1M09HMElPT2dPb3dlS1FFVzNHTXFzUmdQN0VVbWkyUWFsMjBaSmZtd1gxQjc2RDhzRDNnZ194QnBJN00wUjJ3aTdRS2dGVFRqMjlwb1hDeVZabnhJeGR0aS1lOU54UTRaTVpkNFpsMVRIZlEwbVVhUy1GX01ZOVdqZXVhcFk4dDBHUmVxSUpxOW85RXRZb0dFS1A3Uk5nUUR2SW1mWTY2aUhYUFBxMi1XUElxanFzc1libXQyS0gyclBxdFctYlpJbnUyRDZaZWZCMHYzVzFYX0V5cVhBY19HbXhQNURrVm5WZ29jMnNNQktGblF6RnNrQVk2dUtSVGt0dzZ0R3B5V1ExcFRibnc3S0lwbU1xVVY5VU9RRUxOR2xxM3U0Q3cwRTRsWkhHczhNWm5STWhxUUFieERFOUNtaVk5M3VXOWFaUHhlY3RMU0E?oc=5"" target=""_blank"">台積電11月營收明揭曉！3大名師齊喊「高峰期已過」 他估恐月減一成</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",Google News RSS,https://news.google.com/rss/articles/CBMivANBVV95cUxPNHFXLUtmOFRRZU5fUGJseXNfc1NKTHU2Ty1UOWIxYkZUNXEtdnlHczdnVzRwdWxxMzJkOXdrWTBJQ0VQQWtLNjh6WFFXT0hxbk5fend3RG5vSWY1cUgzSTNvOTAyTHpVV21LY2ZuODgzZ2R1M09HMElPT2dPb3dlS1FFVzNHTXFzUmdQN0VVbWkyUWFsMjBaSmZtd1gxQjc2RDhzRDNnZ194QnBJN00wUjJ3aTdRS2dGVFRqMjlwb1hDeVZabnhJeGR0aS1lOU54UTRaTVpkNFpsMVRIZlEwbVVhUy1GX01ZOVdqZXVhcFk4dDBHUmVxSUpxOW85RXRZb0dFS1A3Uk5nUUR2SW1mWTY2aUhYUFBxMi1XUElxanFzc1libXQyS0gyclBxdFctYlpJbnUyRDZaZWZCMHYzVzFYX0V5cVhBY19HbXhQNURrVm5WZ29jMnNNQktGblF6RnNrQVk2dUtSVGt0dzZ0R3B5V1ExcFRibnc3S0lwbU1xVVY5VU9RRUxOR2xxM3U0Q3cwRTRsWkhHczhNWm5STWhxUUFieERFOUNtaVk5M3VXOWFaUHhlY3RMU0E?oc=5,neutral,0
2025-12-08,台積電驚驚漲！季配息5元除息行情暖身、下次將挑戰首度除息6元 - 經濟日報,"<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE1zMXpKSnZkdU53QTFoZlBDRnNXYUdXWWJjbkpSbm43eWIzSzhEZTBLN3lfcGQxem5keVpTanhUUVRBMTZOQW9USmYyakxuTzE0U2VFdm95dWpEUdIBX0FVX3lxTE04bkV1bEVXN3I2Ujh2VnR0R0dBRkJIRHdNbENsdlkyQnlzNUw0b240YWZ4UmF3ZXNJLU5sdlZCRUpOYkJiRjRsZEF3M2RXT1BNQUxpc2pxRXp5elNtYnlv?oc=5"" target=""_blank"">台積電驚驚漲！季配息5元除息行情暖身、下次將挑戰首度除息6元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">經濟日報</font>",Google News RSS,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1zMXpKSnZkdU53QTFoZlBDRnNXYUdXWWJjbkpSbm43eWIzSzhEZTBLN3lfcGQxem5keVpTanhUUVRBMTZOQW9USmYyakxuTzE0U2VFdm95dWpEUdIBX0FVX3lxTE04bkV1bEVXN3I2Ujh2VnR0R0dBRkJIRHdNbENsdlkyQnlzNUw0b240YWZ4UmF3ZXNJLU5sdlZCRUpOYkJiRjRsZEF3M2RXT1BNQUxpc2pxRXp5elNtYnlv?oc=5,neutral,0
